# Data file generated from make_super.py by Soonho

         648 atoms
         432 bonds
         216 angles


           2 atom types
           1 bond types
           1 angle types


0.0000 18.6475 xlo xhi
0.0000 18.6475 ylo yhi
0.0000 18.6475 zlo zhi

Masses

1 1.007940   # H
2 15.999400   # O

Atoms

1 1 2 -0.422829 2.99098 20.4414 38.6882 -0.00185188 -0.000494093 -0.00444852
2 1 1 -0.422829 2.61195 20.9967 38.0068 0.00101961 -0.00137928 -0.00141487
3 1 1 -0.422829 2.6332 19.5707 38.5148 -0.00215271 0.00175623 -0.0030325
4 2 2 -0.426018 21.0077 8.39467 0.771759 0.00438352 -0.000969106 0.00172163
5 2 1 -0.426018 21.602 9.12796 0.930789 0.00316704 -0.00431681 -0.000711128
6 2 1 -0.426018 21.5671 7.70582 0.412924 0.00393744 0.0018921 0.00204495
7 3 2 -0.400327 8.49859 24.1932 4.54818 0.00265196 -0.00345555 0.00252337
8 3 1 -0.400327 8.70006 23.2989 4.27293 0.00269056 -0.000285095 0.00246013
9 3 1 -0.400327 9.21281 24.4287 5.14035 -0.00100912 -0.00370119 0.000278611
10 4 2 -0.43045 3.36071 27.027 6.48089 0.000670478 2.07258e-05 0.00040594
11 4 1 -0.43045 3.45371 27.9777 6.54168 0.000183864 -0.000965778 0.00199454
12 4 1 -0.43045 2.58237 26.8282 7.00138 0.00106084 -0.00023936 -0.000253726
13 5 2 -0.425241 39.0962 -13.9797 -17.5077 0.00135676 -0.000309559 -0.0022855
14 5 1 -0.425241 38.7092 -13.8855 -18.3781 0.00279986 0.00101623 0.000287403
15 5 1 -0.425241 40.0326 -13.836 -17.6447 -0.000312331 0.000273004 -0.00323286
16 6 2 -0.413833 -17.1358 6.5663 3.73173 0.000348996 0.00278796 -0.00196547
17 6 1 -0.413833 -17.9933 6.68776 3.32392 0.000657091 0.000441093 0.000180243
18 6 1 -0.413833 -16.7947 5.76305 3.33849 -0.00253716 0.00337083 -0.00118573
19 7 2 -0.41061 1.26854 21.016 26.2822 0.00135562 -0.00449895 0.00226693
20 7 1 -0.41061 1.90909 20.5632 25.7337 0.000819156 0.00164623 0.00347537
21 7 1 -0.41061 1.7963 21.5418 26.8832 0.00185575 -0.00451113 -0.00197068
22 8 2 -0.408074 24.3253 40.0019 40.1678 0.00229156 -0.00293417 0.00224425
23 8 1 -0.408074 24.1135 39.2014 40.648 0.00255042 0.00235075 -0.000465631
24 8 1 -0.408074 25.2753 39.9695 40.0546 0.000708627 -0.00258633 0.00189318
25 9 2 -0.429139 25.7573 8.22478 -15.2527 -0.00422603 0.0037374 0.00171159
26 9 1 -0.429139 24.9665 7.7123 -15.0848 -0.00215954 0.00537307 -0.000463917
27 9 1 -0.429139 25.4693 8.92586 -15.8374 -0.00409597 -0.00155757 0.00229671
28 10 2 -0.411254 -14.0023 24.1589 20.4092 -0.00265166 0.00426862 -0.00370834
29 10 1 -0.411254 -14.3932 24.874 19.9072 0.00108404 0.000728002 -0.00190133
30 10 1 -0.411254 -13.2764 23.8528 19.8655 -0.00384162 0.00374042 -0.00128333
31 11 2 -0.432981 -14.2472 42.2453 8.10156 0.0023485 0.00180376 0.00011787
32 11 1 -0.432981 -14.9832 42.3726 7.50286 0.003506 0.00126037 -7.32238e-05
33 11 1 -0.432981 -13.4709 42.3157 7.54602 -0.00153724 0.0001761 -0.00034283
34 12 2 -0.430347 5.63259 8.36759 19.3784 -0.00436129 -0.0013018 0.00373099
35 12 1 -0.430347 6.05036 7.65857 19.8672 -0.00486253 0.000539334 0.00236268
36 12 1 -0.430347 4.80929 8.52513 19.8405 -0.000885193 -0.00336904 0.000379108
37 13 2 -0.440916 8.14847 -13.395 -11.1828 -0.000745085 -0.000449952 0.000525562
38 13 1 -0.440916 8.30911 -12.5971 -11.6865 0.00107901 -9.83211e-05 0.00308719
39 13 1 -0.440916 7.74072 -13.0894 -10.3725 0.000883923 -0.000321981 -0.00242731
40 14 2 -0.446802 8.60939 2.32754 22.5457 0.000202181 0.00078449 0.00242093
41 14 1 -0.446802 9.21521 2.16368 21.8229 -0.00264324 0.00127465 0.00410195
42 14 1 -0.446802 8.24048 1.46805 22.7491 0.00220837 0.00220771 0.000609151
43 15 2 -0.401457 26.0266 22.4019 0.763094 0.00380528 0.000483456 0.00165964
44 15 1 -0.401457 26.518 22.4428 1.58352 0.000703649 -0.00182615 -0.00158901
45 15 1 -0.401457 26.6691 22.1192 0.112358 0.0012327 0.00328885 0.00128327
46 16 2 -0.421422 22.8594 -17.0082 6.93204 0.00157135 0.00242663 -0.00135176
47 16 1 -0.421422 23.191 -16.1106 6.90593 0.00120106 -0.00186555 -0.00180025
48 16 1 -0.421422 23.3388 -17.4613 6.23843 0.00233359 0.00361116 0.00117527
49 17 2 -0.429471 26.2817 39.0492 26.3269 -0.0032691 0.0030662 -0.00163906
50 17 1 -0.429471 26.3921 39.993 26.2112 -0.00241895 -0.000401842 -2.33354e-05
51 17 1 -0.429471 25.3611 38.8882 26.1196 5.00404e-05 0.00249586 -0.00154297
52 18 2 -0.386155 27.4364 25.4996 1.02046 0.00128052 -0.00180608 0.0034842
53 18 1 -0.386155 28.2322 25.9866 1.23452 -0.000738698 -0.00232263 0.00425465
54 18 1 -0.386155 27.1468 25.1338 1.85625 0.00297436 0.00130707 -0.000932899
55 19 2 -0.435406 24.7325 22.21 5.76278 0.000919332 -0.0027063 0.00272173
56 19 1 -0.435406 25.5311 21.8927 5.34111 -0.000349239 0.000864793 0.00166065
57 19 1 -0.435406 24.8334 23.1616 5.78269 0.000704644 -0.00314818 0.0025519
58 20 2 -0.388341 40.6179 -15.0641 22.8572 0.00212186 -0.00352863 0.00116925
59 20 1 -0.388341 41.5141 -15.1495 22.5319 -0.000639023 -0.00452772 0.00339564
60 20 1 -0.388341 40.4662 -15.8667 23.3562 0.00326726 -0.00130264 -0.000563437
61 21 2 -0.426749 24.8473 8.5174 43.5582 9.58567e-05 0.00047207 -0.00314303
62 21 1 -0.426749 25.1649 8.66778 42.6678 0.00150432 -0.000886323 -0.000722251
63 21 1 -0.426749 25.6393 8.35838 44.0718 -0.00019068 0.000453526 -0.00375426
64 22 2 -0.410192 5.30223 6.42017 4.7644 -0.00237426 0.00493324 0.00143643
65 22 1 -0.410192 4.50162 6.34968 4.2445 0.000120027 0.00492255 0.00260078
66 22 1 -0.410192 5.14679 7.16549 5.34455 -0.000923891 0.000652715 -0.00415252
67 23 2 -0.398166 20.5998 -12.9039 -12.0508 0.00277468 0.0057336 0.00188867
68 23 1 -0.398166 21.0905 -12.3396 -12.6483 -0.000174915 0.00257433 0.00416642
69 23 1 -0.398166 20.0276 -12.3052 -11.5708 0.00273282 0.00290017 -0.00173983
70 24 2 -0.438384 6.40686 0.395999 5.32834 0.00162111 0.000206238 0.00116608
71 24 1 -0.438384 6.84943 0.735451 6.10625 -0.000976844 -0.000103421 4.89715e-05
72 24 1 -0.438384 6.46441 -0.555486 5.4155 0.00128001 3.06251e-05 0.000771389
73 25 2 -0.418312 -9.70149 -10.7271 8.24273 -0.0012585 -0.000875696 -0.000107928
74 25 1 -0.418312 -9.44682 -10.7633 9.16472 -0.000210269 0.00106815 -0.00342045
75 25 1 -0.418312 -9.18375 -11.4144 7.82356 -0.00376022 0.00027023 0.00249126
76 26 2 -0.411688 -31.2247 -36.8143 0.548006 -0.00218599 -0.00332918 0.000774566
77 26 1 -0.411688 -31.8596 -36.3159 1.06251 3.81954e-05 -0.00337121 0.000133115
78 26 1 -0.411688 -31.2183 -37.6827 0.950622 -0.00126724 0.00212323 -0.000739825
79 27 2 -0.423201 23.631 -9.25306 -9.37115 -0.00354104 -0.00170643 -0.00220014
80 27 1 -0.423201 23.5458 -9.5036 -10.291 -0.00230846 0.000494724 0.0014399
81 27 1 -0.423201 23.7507 -10.0815 -8.90687 -0.00146459 -0.00305611 -0.00332787
82 28 2 -0.445947 22.1512 8.89761 3.16838 0.00169275 -0.000703523 5.15492e-06
83 28 1 -0.445947 22.2625 8.99831 4.11374 0.000139635 -0.000524859 -0.000989938
84 28 1 -0.445947 21.4531 8.24919 3.07662 0.00193701 0.0011759 0.000977482
85 29 2 -0.406938 21.6817 37.7303 4.76755 5.80581e-05 0.00299773 -0.00108053
86 29 1 -0.406938 20.7329 37.8115 4.86376 0.00123597 0.00212192 -0.00403366
87 29 1 -0.406938 21.8006 37.2831 3.92961 -0.00257278 0.00182546 0.00132475
88 30 2 -0.429376 -18.4109 21.307 2.87385 -0.000507601 -0.00280083 -0.000462037
89 30 1 -0.429376 -17.6481 21.8762 2.77221 -0.00373692 -0.00137351 0.00146943
90 30 1 -0.429376 -18.9223 21.7137 3.57337 0.00259482 -0.0029885 -0.000524762
91 31 2 -0.424445 -15.9802 20.6797 13.1315 0.00106524 0.00217148 0.00441201
92 31 1 -0.424445 -15.0547 20.9196 13.1786 -0.00145991 0.00275296 0.00391141
93 31 1 -0.424445 -16.3695 21.0703 13.9139 0.00371515 -0.000895084 0.00142638
94 32 2 -0.388017 19.4397 -12.3725 -39.3102 -0.000592492 0.00241069 0.00393161
95 32 1 -0.388017 18.7216 -11.7401 -39.2878 0.00039687 0.00197414 0.00351646
96 32 1 -0.388017 19.7431 -12.4233 -38.4038 -0.00160853 0.000830111 0.00125789
97 33 2 -0.409087 -9.90924 41.7191 17.2511 -0.00111553 -0.00128502 -0.000967762
98 33 1 -0.409087 -10.4222 41.3482 16.5331 -7.43041e-05 0.00340866 0.000945051
99 33 1 -0.409087 -10.5385 42.237 17.7531 4.79088e-05 -0.00515247 -0.00204648
100 34 2 -0.403894 21.9448 8.70332 16.4023 0.00352016 0.00216856 0.000138397
101 34 1 -0.403894 22.6288 8.99242 15.7984 0.00220835 0.00134892 0.0021526
102 34 1 -0.403894 22.1625 9.12753 17.2323 0.00207302 -0.000707853 -0.000991462
103 35 2 -0.424999 5.64638 2.30088 -6.09025 0.000641652 0.00287396 0.000948522
104 35 1 -0.424999 6.29146 2.91239 -6.44543 -0.0022908 -0.000611705 0.00217011
105 35 1 -0.424999 5.78515 2.32868 -5.14357 0.00105569 0.00147019 -0.00230664
106 36 2 -0.443101 5.20636 26.99 33.1851 0.00254706 -0.00100791 0.000847644
107 36 1 -0.443101 5.71441 26.5512 33.8674 0.00122582 0.00151405 -0.000825074
108 36 1 -0.443101 5.71027 27.7775 32.9797 0.000993742 -0.002168 0.00117527
109 37 2 -0.445164 1.62194 0.729785 17.3549 0.00307058 0.000446666 0.000328279
110 37 1 -0.445164 1.27113 0.438419 16.5133 0.00430301 0.000686955 0.001729
111 37 1 -0.445164 2.3958 0.183941 17.4942 -0.000640145 0.0011418 -0.00158045
112 38 2 -0.41565 8.04999 21.3547 14.9859 0.00165645 0.00057678 -0.00232832
113 38 1 -0.41565 8.87038 21.3333 14.4932 -0.0021154 -0.00249962 0.000848652
114 38 1 -0.41565 7.64863 20.5015 14.8209 0.00230593 0.00145538 -0.0029366
115 39 2 -0.419522 23.3978 -35.4349 16.182 -0.0081676 -0.00250364 -0.00176444
116 39 1 -0.419522 22.9464 -36.1225 15.6923 -0.00476057 0.00153626 -0.000377934
117 39 1 -0.419522 22.8002 -34.6878 16.153 -0.00552048 -0.00357523 -0.000209953
118 40 2 -0.428811 -12.5802 25.45 12.5019 -0.00220819 -0.000894681 0.00238094
119 40 1 -0.428811 -12.3948 25.7579 13.3891 -0.00317244 -0.00205154 0.00173948
120 40 1 -0.428811 -13.4003 24.9631 12.5834 0.00162938 0.000828903 0.00256029
121 41 2 -0.413146 21.2513 -11.8395 9.72064 0.00509085 0.00275819 -0.00101177
122 41 1 -0.413146 21.4752 -11.3936 10.5375 0.00306554 0.000255468 -0.00267522
